x,y,z,tipo
-132.0,500.0,-904.0,sxSx
-16.0,460.0,-856.0,sxSx
-48.0,412.0,-984.0,sxSx
-4.0,460.0,-860.0,sxSx
116.0,584.0,-748.0,sxSx
152.0,580.0,-844.0,sxSx
244.0,592.0,-756.0,sxSx
272.0,540.0,-768.0,sxSx
340.0,644.0,-676.0,sxSx
388.0,636.0,-736.0,sxSx
328.0,540.0,-692.0,sxSx
52.0,608.0,-932.0,sxSx
292.0,512.0,-928.0,sxSx
200.0,344.0,-840.0,sxSx
72.0,384.0,-988.0,sxSx
64.0,372.0,-992.0,sxSx
108.0,392.0,-916.0,sxSx
92.0,480.0,-888.0,sxSx
148.0,388.0,-892.0,sxSx
164.0,552.0,-792.0,sxSx
288.0,596.0,-708.0,sxSx
368.0,728.0,-672.0,sxSx
284.0,788.0,-636.0,sxSx
176.0,652.0,-772.0,sxSx
196.0,760.0,-680.0,sxSx
-88.0,724.0,-656.0,sxSx
-184.0,596.0,-708.0,sxSx
-252.0,644.0,-820.0,sxSx
-208.0,668.0,-728.0,sxSx
-92.0,780.0,-560.0,sxSx
-104.0,908.0,-584.0,sxSx
164.0,824.0,-508.0,sxSx
188.0,868.0,-412.0,sxSx
236.0,956.0,-384.0,sxSx
32.0,864.0,-448.0,sxSx
-40.0,968.0,-580.0,sxSx
-100.0,724.0,-700.0,sxSx
-68.0,592.0,-772.0,sxSx
-80.0,560.0,-916.0,sxSx
-52.0,460.0,-892.0,sxSx
-24.0,544.0,-880.0,sxSx
40.0,656.0,-768.0,sxSx
244.0,636.0,-716.0,sxSx
252.0,580.0,-676.0,sxSx
304.0,720.0,-676.0,sxSx
320.0,704.0,-584.0,sxSx
236.0,720.0,-636.0,sxSx
264.0,712.0,-664.0,sxSx
8.0,688.0,-904.0,sxSx
76.0,480.0,-824.0,sxSx
-80.0,592.0,-944.0,sxSx
-108.0,704.0,-756.0,sxSx
-100.0,616.0,-648.0,sxSx
-20.0,700.0,-680.0,sxSx
380.0,828.0,-428.0,sxSx
256.0,780.0,-596.0,sxSx
292.0,792.0,-524.0,sxSx
208.0,724.0,-588.0,sxSx
52.0,780.0,-696.0,sxSx
-16.0,608.0,-900.0,sxSx
-76.0,428.0,-852.0,sxSx
-92.0,604.0,-844.0,sxSx
4.0,728.0,-764.0,sxSx
16.0,688.0,-728.0,sxSx
124.0,784.0,-656.0,sxSx
48.0,712.0,-612.0,sxSx
156.0,724.0,-612.0,sxSx
216.0,796.0,-548.0,sxSx
188.0,776.0,-588.0,sxSx
220.0,684.0,-624.0,sxSx
140.0,676.0,-820.0,sxSx
104.0,624.0,-848.0,sxSx
44.0,448.0,-844.0,sxSx
56.0,604.0,-820.0,sxSx
80.0,648.0,-740.0,sxSx
108.0,552.0,-776.0,sxSx
216.0,664.0,-752.0,sxSx
248.0,696.0,-652.0,sxSx
248.0,712.0,-656.0,sxSx
252.0,772.0,-600.0,sxSx
232.0,700.0,-760.0,sxSx
80.0,556.0,-816.0,sxSx
60.0,520.0,-840.0,sxSx
-4.0,516.0,-924.0,sxSx
-24.0,660.0,-784.0,sxSx
28.0,724.0,-720.0,sxSx
44.0,804.0,-548.0,sxSx
144.0,912.0,-408.0,sxSx
60.0,880.0,-284.0,sxSx
240.0,972.0,-284.0,sxSx
264.0,944.0,-336.0,sxSx
232.0,872.0,-384.0,sxSx
52.0,864.0,-444.0,sxSx
64.0,852.0,-576.0,sxSx
-40.0,852.0,-584.0,sxSx
-144.0,572.0,-800.0,sxSx
-88.0,600.0,-820.0,sxSx
-148.0,604.0,-836.0,sxSx
-116.0,688.0,-740.0,sxSx
-124.0,628.0,-668.0,sxSx
-68.0,720.0,-588.0,sxSx
76.0,848.0,-508.0,sxSx
172.0,856.0,-408.0,sxSx
232.0,888.0,-440.0,sxSx
224.0,848.0,-392.0,sxSx
240.0,868.0,-456.0,sxSx
144.0,788.0,-456.0,sxSx
88.0,688.0,-720.0,sxSx
64.0,580.0,-836.0,sxSx
48.0,480.0,-872.0,sxSx
-16.0,480.0,-904.0,sxSx
-24.0,448.0,-916.0,sxSx
-60.0,396.0,-948.0,sxSx
-68.0,444.0,-972.0,sxSx
48.0,532.0,-824.0,sxSx
236.0,644.0,-748.0,sxSx
236.0,676.0,-680.0,sxSx
260.0,656.0,-648.0,sxSx
280.0,696.0,-712.0,sxSx
292.0,620.0,-700.0,sxSx
276.0,668.0,-748.0,sxSx
124.0,616.0,-684.0,sxSx
56.0,600.0,-712.0,sxSx
104.0,336.0,-940.0,sxSx
68.0,408.0,-928.0,sxSx
68.0,448.0,-908.0,sxSx
20.0,392.0,-912.0,sxSx
120.0,476.0,-892.0,sxSx
316.0,560.0,-768.0,sxSx
